pattern,strategy,turn,player_action,intent_type,joy_before,trust_before,fear_before,surprise_before,sadness_before,disgust_before,anger_before,anticipation_before,valence_before,arousal_before,dominant_emotion_before,selected_behavior,behavior_type,base_priority,emotional_modifier,effective_priority,priority_override,joy_after,trust_after,fear_after,surprise_after,sadness_after,disgust_after,anger_after,anticipation_after,valence_after,arousal_after,dominant_emotion_after
Escalating Aggression,random_selection,26,Player threatens physical harm (turn 26),Threat,0.000,-0.435,0.800,-0.496,0.000,0.435,-0.800,0.496,-0.053,0.433,anger,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,-0.435,0.700,-0.696,0.000,0.435,-0.700,0.696,-0.025,0.458,anger
Escalating Aggression,random_selection,27,Player threatens physical harm (turn 27),Threat,0.000,-0.392,0.730,-0.626,0.000,0.392,-0.730,0.626,-0.022,0.437,anger,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.000,-0.392,0.730,-0.626,0.000,0.392,-0.730,0.626,-0.022,0.437,anger
Escalating Aggression,random_selection,28,Player threatens physical harm (turn 28),Threat,0.000,-0.352,0.757,-0.564,0.000,0.352,-0.757,0.564,-0.020,0.418,anger,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.000,-0.352,0.757,-0.564,0.000,0.352,-0.757,0.564,-0.020,0.418,anger
Escalating Aggression,random_selection,29,Player threatens physical harm (turn 29),Threat,0.000,-0.317,0.781,-0.507,0.000,0.317,-0.781,0.507,-0.018,0.401,anger,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,-0.317,0.681,-0.707,0.000,0.317,-0.681,0.707,0.010,0.426,anticipation
Escalating Aggression,random_selection,30,Player threatens physical harm (turn 30),Threat,0.000,-0.285,0.713,-0.637,0.000,0.285,-0.713,0.637,0.009,0.409,anger,AggressiveBehavior { anger_threshold: 0.6 },emotional,80,0,80,false,0.000,-0.485,0.863,-0.637,0.000,0.485,-0.863,0.637,-0.048,0.496,anger
Consistent Friendliness,emotion_modulated,1,Player offers to help with tasks (turn 1),Friendly,0.150,0.100,0.000,0.000,-0.150,-0.100,0.000,0.000,0.071,0.062,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.150,0.100,0.000,0.000,-0.150,-0.100,0.000,0.000,0.071,0.062,sadness
Consistent Friendliness,emotion_modulated,2,Player shares positive news (turn 2),Friendly,0.285,0.190,0.000,0.000,-0.285,-0.190,0.000,0.000,0.136,0.119,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.285,0.190,0.000,0.000,-0.285,-0.190,0.000,0.000,0.136,0.119,sadness
Consistent Friendliness,emotion_modulated,3,Player expresses gratitude (turn 3),Friendly,0.407,0.271,0.000,0.000,-0.407,-0.271,0.000,0.000,0.194,0.169,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.407,0.271,0.000,0.000,-0.407,-0.271,0.000,0.000,0.194,0.169,sadness
Consistent Friendliness,emotion_modulated,4,Player gives a small gift (turn 4),Friendly,0.516,0.344,0.000,0.000,-0.516,-0.344,0.000,0.000,0.246,0.215,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.516,0.344,0.000,0.000,-0.516,-0.344,0.000,0.000,0.246,0.215,sadness
Consistent Friendliness,emotion_modulated,5,Player asks about NPC's wellbeing (turn 5),Friendly,0.614,0.410,0.000,0.000,-0.614,-0.410,0.000,0.000,0.293,0.256,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.614,0.410,0.000,0.000,-0.614,-0.410,0.000,0.000,0.293,0.256,sadness
Consistent Friendliness,emotion_modulated,6,Player compliments NPC's skills (turn 6),Friendly,0.703,0.469,0.000,0.000,-0.703,-0.469,0.000,0.000,0.335,0.293,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.803,0.619,0.000,0.000,-0.803,-0.619,0.000,0.000,0.406,0.355,sadness
Consistent Friendliness,emotion_modulated,7,Player offers to help with tasks (turn 7),Friendly,0.873,0.657,0.000,0.000,-0.873,-0.657,0.000,0.000,0.437,0.382,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.973,0.807,0.000,0.000,-0.973,-0.807,0.000,0.000,0.508,0.445,sadness
Consistent Friendliness,emotion_modulated,8,Player shares positive news (turn 8),Friendly,1.000,0.826,0.000,0.000,-1.000,-0.826,0.000,0.000,0.522,0.457,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,0.976,0.000,0.000,-1.000,-0.976,0.000,0.000,0.565,0.494,sadness
Consistent Friendliness,emotion_modulated,9,Player expresses gratitude (turn 9),Friendly,1.000,0.978,0.000,0.000,-1.000,-0.978,0.000,0.000,0.565,0.495,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,10,Player gives a small gift (turn 10),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,11,Player asks about NPC's wellbeing (turn 11),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,12,Player compliments NPC's skills (turn 12),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,13,Player offers to help with tasks (turn 13),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,14,Player shares positive news (turn 14),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,15,Player expresses gratitude (turn 15),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,16,Player gives a small gift (turn 16),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,17,Player asks about NPC's wellbeing (turn 17),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,18,Player compliments NPC's skills (turn 18),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,19,Player offers to help with tasks (turn 19),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,20,Player shares positive news (turn 20),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,21,Player expresses gratitude (turn 21),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,22,Player gives a small gift (turn 22),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,23,Player asks about NPC's wellbeing (turn 23),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,24,Player compliments NPC's skills (turn 24),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,25,Player offers to help with tasks (turn 25),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,26,Player shares positive news (turn 26),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,27,Player expresses gratitude (turn 27),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,28,Player gives a small gift (turn 28),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,29,Player asks about NPC's wellbeing (turn 29),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,emotion_modulated,30,Player compliments NPC's skills (turn 30),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,1,Player offers to help with tasks (turn 1),Friendly,0.150,0.100,0.000,0.000,-0.150,-0.100,0.000,0.000,0.071,0.062,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.250,0.250,0.000,0.000,-0.250,-0.250,0.000,0.000,0.143,0.125,disgust
Consistent Friendliness,fixed_priority,2,Player shares positive news (turn 2),Friendly,0.375,0.325,0.000,0.000,-0.375,-0.325,0.000,0.000,0.200,0.175,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.475,0.475,0.000,0.000,-0.475,-0.475,0.000,0.000,0.271,0.237,disgust
Consistent Friendliness,fixed_priority,3,Player expresses gratitude (turn 3),Friendly,0.577,0.527,0.000,0.000,-0.577,-0.527,0.000,0.000,0.316,0.276,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.678,0.678,0.000,0.000,-0.678,-0.678,0.000,0.000,0.387,0.339,disgust
Consistent Friendliness,fixed_priority,4,Player gives a small gift (turn 4),Friendly,0.760,0.710,0.000,0.000,-0.760,-0.710,0.000,0.000,0.420,0.367,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.860,0.860,0.000,0.000,-0.860,-0.860,0.000,0.000,0.491,0.430,disgust
Consistent Friendliness,fixed_priority,5,Player asks about NPC's wellbeing (turn 5),Friendly,0.924,0.874,0.000,0.000,-0.924,-0.874,0.000,0.000,0.514,0.449,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,6,Player compliments NPC's skills (turn 6),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,7,Player offers to help with tasks (turn 7),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,8,Player shares positive news (turn 8),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,9,Player expresses gratitude (turn 9),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,10,Player gives a small gift (turn 10),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,11,Player asks about NPC's wellbeing (turn 11),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,12,Player compliments NPC's skills (turn 12),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,13,Player offers to help with tasks (turn 13),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,14,Player shares positive news (turn 14),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,15,Player expresses gratitude (turn 15),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,16,Player gives a small gift (turn 16),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,17,Player asks about NPC's wellbeing (turn 17),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,18,Player compliments NPC's skills (turn 18),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,19,Player offers to help with tasks (turn 19),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,20,Player shares positive news (turn 20),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,21,Player expresses gratitude (turn 21),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,22,Player gives a small gift (turn 22),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,23,Player asks about NPC's wellbeing (turn 23),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,24,Player compliments NPC's skills (turn 24),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,25,Player offers to help with tasks (turn 25),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,26,Player shares positive news (turn 26),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,27,Player expresses gratitude (turn 27),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,28,Player gives a small gift (turn 28),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,29,Player asks about NPC's wellbeing (turn 29),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,fixed_priority,30,Player compliments NPC's skills (turn 30),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Consistent Friendliness,random_selection,1,Player offers to help with tasks (turn 1),Friendly,0.150,0.100,0.000,0.000,-0.150,-0.100,0.000,0.000,0.071,0.062,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.250,0.250,0.000,0.000,-0.250,-0.250,0.000,0.000,0.143,0.125,disgust
Consistent Friendliness,random_selection,2,Player shares positive news (turn 2),Friendly,0.375,0.325,0.000,0.000,-0.375,-0.325,0.000,0.000,0.200,0.175,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.475,0.475,0.000,0.000,-0.475,-0.475,0.000,0.000,0.271,0.237,disgust
